#id,fold_cands_filename,f0_new,f1_new,p0_new,p1_new,dm_new,S/N_new,p0_old,dm_old,acc,nh,S/N,ddm_count_ratio,ddm_snr_ratio,nassoc,cand_id_in_file,search_candidates_database_uuid,p1_old,f0_old,f1_old
32,RESULTS/J2140-2310B/2022-06-29-20:06:23/ptuse/03_FOLDING/J2140-2310B_Peasoup_fold_candidate_id_32_0.98ms_Cand.pfd,1024.2477536476558,-2.5995211296490352e-17,0.0009763262808619279,2.72711462325081e-11,24.955,4.2,0.000976382787820769,25.0599994659424,8.64458656311035,0,8.12658023834229,1.0,1.0,0,31,db12bda5-c179-4517-9f5d-a79688014c2d,2.8154229043505968e-11,1024.1884765624998,-2.684008390204273e-17
33,RESULTS/J2140-2310B/2022-06-29-20:06:23/ptuse/03_FOLDING/J2140-2310B_Peasoup_fold_candidate_id_33_0.93ms_Cand.pfd,1071.7700005533557,-4.513117833969403e-18,0.000933036005377739,5.18417754034313e-12,24.886,3.6,0.000933049060134169,25.0200004577637,1.98815703392029,0,8.11843872070312,1.0,1.0,0,32,c21a1249-116e-4cbc-a6b7-bc409f5303cd,6.187774249806057e-12,1071.7550048828125,-5.386955901115889e-18
34,RESULTS/J2140-2310B/2022-06-29-20:06:23/ptuse/03_FOLDING/J2140-2310B_Peasoup_fold_candidate_id_34_1.61ms_Cand.pfd,622.3478008201416,-9.436254681596493e-19,0.00160681856460677,3.65481982746915e-13,24.667,4.0,0.00160681326483978,25.0599994659424,-0.273396492004395,1,8.08116149902344,1.0,1.0,0,33,b14b6627-48d0-4934-aac5-6df9803f872a,-1.465337429914013e-12,622.3498535156249,3.783279784756878e-18
35,RESULTS/J2140-2310B/2022-06-29-20:06:23/ptuse/03_FOLDING/J2140-2310B_Peasoup_fold_candidate_id_35_2.94ms_Cand.pfd,339.8000978130537,-8.988354705570658e-16,0.00294290674557182,1.03783234474794e-10,24.764,4.8,0.00294310065282082,25.0400009155273,9.60426616668701,1,8.07242202758789,1.0,1.0,0,34,65049e26-fb3d-4767-9744-4ca8c681a1fe,9.42863013086255e-11,339.777709960938,-8.166929930906235e-16
36,RESULTS/J2140-2310B/2022-06-29-20:06:23/ptuse/03_FOLDING/J2140-2310B_Peasoup_fold_candidate_id_36_3.95ms_Cand.pfd,253.41133353186802,-1.398738408683171e-15,0.00394615341809187,8.98232095542904e-11,24.79,4.6,0.00394633167166612,25.1000003814697,6.38983917236328,0,8.06905841827393,1.0,1.0,0,35,936ebed3-0004-4f29-aeb1-0f586bc39e8f,8.411293890105148e-11,253.39988708496094,-1.309935685452154e-15
37,RESULTS/J2140-2310B/2022-06-29-20:06:23/ptuse/03_FOLDING/J2140-2310B_Peasoup_fold_candidate_id_37_12.77ms_Cand.pfd,78.31675721851761,-5.786677523276529e-14,0.0127686594225272,3.54926702714578e-10,19.783,5.1,0.0127694891512633,25.0300006866455,9.58856868743896,1,8.06603908538818,1.0,1.0,3,36,0f4819d2-b93a-42df-9e3b-c674ba0580dc,4.0841962685530527e-10,78.311668395996,-6.659684439258453e-14
38,RESULTS/J2140-2310B/2022-06-29-20:06:23/ptuse/03_FOLDING/J2140-2310B_Peasoup_fold_candidate_id_38_1.12ms_Cand.pfd,889.5043534689047,-7.53071945128449e-17,0.00112422159160906,5.95844074394891e-11,24.66,4.4,0.00112433888304096,25.0599994659424,15.5807933807373,0,8.04784393310547,1.0,1.0,0,37,2cbf5470-ff50-47f0-af31-63e88aad22cf,5.843406449734689e-11,889.4115600585965,-7.386871697975453e-17
39,RESULTS/J2140-2310B/2022-06-29-20:06:23/ptuse/03_FOLDING/J2140-2310B_Peasoup_fold_candidate_id_39_1.90ms_Cand.pfd,527.2767249766453,-6.878312226759773e-17,0.00189653734487198,1.91231348757729e-11,24.827,4.4,0.00189657902705866,25.0200004577637,2.9774808883667,1,8.04227256774902,1.0,1.0,0,38,a123a1a7-0b1e-4a35-a2e5-6fd56ecd723a,1.883645720782032e-11,527.2651367187509,-6.775496272475145e-17
40,RESULTS/J2140-2310B/2022-06-29-20:06:23/ptuse/03_FOLDING/J2140-2310B_Peasoup_fold_candidate_id_40_4.95ms_Cand.pfd,202.02264983344514,9.066605610925929e-15,0.00494994002318273,-3.70036744270754e-10,25.081,4.9,0.00494920748942207,25.0699996948242,-22.400218963623,1,8.03516101837158,1.0,1.0,0,39,e7dd6b0c-368f-4839-bf23-2a95f3a24bfc,-3.698002684892668e-10,202.05255126953108,9.05812991173729e-15
41,RESULTS/J2140-2310B/2022-06-29-20:06:23/ptuse/03_FOLDING/J2140-2310B_Peasoup_fold_candidate_id_41_1.24ms_Cand.pfd,806.3284466805791,-1.4795510842492175e-16,0.00124018940931169,9.61953165048684e-11,24.647,3.8,0.00124038134761407,25.0799999237061,22.8890285491943,0,8.02909564971924,1.0,1.0,0,40,c5e87972-7c57-4ab0-9424-ddb9e4cf4787,9.470259614545256e-11,806.2036743164073,-1.4570428983600188e-16
42,RESULTS/J2140-2310B/2022-06-29-20:06:23/ptuse/03_FOLDING/J2140-2310B_Peasoup_fold_candidate_id_42_0.98ms_Cand.pfd,1019.8248935497903,2.4936168741062808e-17,0.000980560492614782,-2.59346830954615e-11,25.026,4.0,0.000980509559758748,25.0699996948242,-7.86148357391357,0,8.02015209197998,1.0,1.0,0,41,c8218794-9316-4b0a-beff-414ce2ba15f1,-2.5711987051083932e-11,1019.8778686523439,2.471947855608858e-17
43,RESULTS/J2140-2310B/2022-06-29-20:06:23/ptuse/03_FOLDING/J2140-2310B_Peasoup_fold_candidate_id_43_1.41ms_Cand.pfd,706.9513146037784,6.33039844922569e-17,0.00141452456391635,-3.16380755754092e-11,25.56,4.6,0.00141446415644747,25.1000003814697,-6.51201963424683,0,8.01840686798096,1.0,1.0,0,42,37259e0a-b1ec-402d-9748-929c53a02eb7,-3.0724650046814404e-11,706.9815063476567,6.147107925796325e-17
44,RESULTS/J2140-2310B/2022-06-29-20:06:23/ptuse/03_FOLDING/J2140-2310B_Peasoup_fold_candidate_id_44_1.04ms_Cand.pfd,958.3449482739964,-7.863058699842907e-17,0.00104346561413093,7.22163e-11,25.132,3.9,0.00104361267828888,25.0,20.7451572418213,0,8.01778221130371,1.0,1.0,0,43,c1b75769-465d-41c7-8c6c-64495197f244,7.221632343619891e-11,958.2098999023394,-7.865277819098804e-17
