filename,MeerKAT_L_SBAND_COMBINED_Best_Recall,PALFA_MeerKAT_L_SBAND_Best_Fscore,clfl2_PALFA,clfl2_trapum_Ter5
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00016.ar,0.008429371330426996,0.005714181869572818,0.45532981291477537,0.030451383462220104
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00061.ar,0.003714603290178077,0.004336626181579806,0.028660894686508634,0.010860903125645957
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00039.ar,0.013289918367530353,0.009712691342700936,0.011978140353486906,0.010582314133197318
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00003.ar,0.0047243425043851815,0.005784214247955283,0.0005683063291990775,0.007872495634311276
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00025.ar,0.00612878005267524,0.004032319343058177,0.0028577072842432072,0.011355739271541624
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00194.ar,0.0072178984400802565,0.004533069759128874,0.002171363746896384,0.010780652260216189
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00046.ar,0.008333906152614465,0.004795194677818977,0.011645126288282804,0.013568931213320317
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00195.ar,0.006522486138732367,0.006231279708716833,0.0064624135533796374,0.014077259992304421
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00131.ar,0.003608350115708028,0.0049705680454735345,0.05532948961797881,0.007398835248681543
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00077.ar,0.004843407164023754,0.0032269913067955666,0.03624141064045992,0.037678345662174824
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00146.ar,0.006032704960350593,0.004056943520570309,0.014333337451803319,0.020869093806806814
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00021.ar,0.007045127382518513,0.007406559097477088,0.017738376388287062,0.006449593507346441
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00032.ar,0.031968449923286665,0.03845498995611373,0.019354443658722194,0.012983484440733644
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00073.ar,0.008358165113202988,0.0052724423718506774,0.04606837271690928,0.019609079893412137
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00013.ar,0.0029548189919548487,0.00630392422515501,0.0037036001534760496,0.02700807046626425
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00043.ar,0.005702546974696418,0.003162141170172069,0.13297419460045856,0.008921094985563717
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00063.ar,0.005049048107084549,0.004273157814606092,0.00128757999286786,0.014839821737607235
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00010.ar,0.010674970493788795,0.008277162056492102,0.002183405794289508,0.009845774171906334
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00191.ar,0.006161565634243028,0.0042084687136516846,0.005672091090418645,0.0074599872474961975
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00145.ar,0.007230636903290621,0.00478361575837214,0.0023301385801889215,0.0086358389629587
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00171.ar,0.01252262293091151,0.006730952039761847,0.0012749679489937416,0.009306794479667023
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00165.ar,0.007725722392296463,0.0044255942294687545,0.0005481328599578053,0.011922113969729193
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00185.ar,0.005636872829697678,0.0024960150170711994,0.005990388780362651,0.04261758204954009
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00174.ar,0.0030149438830284867,0.004402149175527579,0.00782950302081924,0.009697424341304243
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00205.ar,0.0035258816297963915,0.004617928918001982,0.0023172781950300913,0.00890480838664621
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00157.ar,0.0036949457276505056,0.003926277404404183,0.009728380673212583,0.0067882443710326115
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00159.ar,0.004438187792107413,0.0043918660397144855,0.005016010897851549,0.011245166985941447
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00164.ar,0.007936571865905026,0.004992659230720763,0.002317185258431709,0.04342446740586261
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00110.ar,0.009982486001395351,0.006665997218072711,0.014491086937258592,0.04010271325984072
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00193.ar,0.009130603515718877,0.004514106694719648,0.013838129208312231,0.006083621005305379
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00035.ar,0.009142166804309104,0.007023387259373515,0.004685812100682185,0.044191993338979545
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00156.ar,0.00884896776595022,0.00701639043788397,0.0006287800846938008,0.008015368111534228
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00019.ar,0.05544543270930943,0.01721960091740105,0.010987875491157668,0.0072533170167420665
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00103.ar,0.002437497503914253,0.004595525261539796,0.0004443621685509932,0.020808735674593636
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00140.ar,0.004636940843757178,0.004105209050149481,0.19417887470890818,0.007982881620043788
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00022.ar,0.005157204349698784,0.0038884042910559786,0.00250109017052658,0.009417867147092352
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00037.ar,0.005922310196384563,0.004241106052515222,0.031680404222594126,0.009214343746473919
/b/PROCESSING/03_FOLDS/M28/2024-02-16-11:31:52/cfbf00000/120.0/full/2024-02-16-11:31:52_60356.4804688383_cfbf00000_00147.ar,0.007450765856358251,0.004676190686945775,0.02708836843850942,0.008099850024353816
